canal,entropy_level,run_idx,seed_run,jacobian_norm,output_entropy,duration_ms
text,0.5,7,42007,8.216438293457031,1.6253870725631714,1368.9696788787842
text,0.5,8,42008,5.401819705963135,2.0932881832122803,894.9766159057617
text,0.5,9,42009,5.865859508514404,1.5495556592941284,890.3264999389648
text,1.0,0,42000,4.420226097106934,4.967348098754883,899.3635177612305
text,1.0,1,42001,2.173952341079712,4.873124122619629,898.9174365997314
text,1.0,2,42002,1.0744521617889404,6.144021511077881,915.142297744751
text,1.0,3,42003,3.245171070098877,4.778727054595947,943.4471130371094
text,1.0,4,42004,2.174844980239868,5.030523300170898,929.1055202484131
text,1.0,5,42005,3.4904072284698486,3.8422927856445312,896.0514068603516
text,1.0,6,42006,3.2152211666107178,4.999942302703857,905.8074951171875
text,1.0,7,42007,2.852047920227051,5.03962516784668,903.3632278442383
text,1.0,8,42008,1.695235252380371,6.000874042510986,902.5273323059082
text,1.0,9,42009,1.8755559921264648,5.339905738830566,897.7870941162109
text,2.0,0,42000,0.3022783398628235,9.279953002929688,902.0900726318359
text,2.0,1,42001,0.22948887944221497,8.864049911499023,894.3610191345215
text,2.0,2,42002,0.24119526147842407,9.416461944580078,897.2377777099609
text,2.0,3,42003,0.22384357452392578,9.360712051391602,904.2356014251709
text,2.0,4,42004,0.21228748559951782,9.234037399291992,906.9435596466064
text,2.0,5,42005,0.312974214553833,9.299798011779785,915.2019023895264
text,2.0,6,42006,0.22673402726650238,9.337297439575195,960.95871925354
text,2.0,7,42007,0.268211305141449,9.079998970031738,998.0647563934326
text,2.0,8,42008,0.21277154982089996,9.467100143432617,930.6464195251465
text,2.0,9,42009,0.24563193321228027,9.287270545959473,953.6552429199219
latent,0.05,0,42000,2.844895124435425,3.6989550590515137,139.24002647399902
latent,0.05,1,42001,2.749051570892334,3.644350051879883,107.85794258117676
latent,0.05,2,42002,2.7763867378234863,3.7397549152374268,105.87120056152344
latent,0.05,3,42003,2.774984359741211,3.7198383808135986,107.88607597351074
latent,0.05,4,42004,2.7674524784088135,3.6181108951568604,109.45415496826172
latent,0.05,5,42005,2.8330061435699463,3.6175477504730225,111.03200912475586
latent,0.05,6,42006,2.90975284576416,3.6896779537200928,116.05405807495117
latent,0.05,7,42007,2.78206729888916,3.648721694946289,110.62073707580566
latent,0.05,8,42008,2.80814266204834,3.6632370948791504,107.6192855834961
latent,0.05,9,42009,2.788053274154663,3.6261324882507324,105.8497428894043
latent,0.1,0,42000,2.8292739391326904,3.6987788677215576,103.97601127624512
